2026-02-25T00:31:53.752063 | BTCUSDT | WATCH | Flat | Score: -6.5
2026-02-25T20:08:06.066441 | BNBUSDT | WATCH | Flat | Score: 11.1
2026-02-25T20:18:08.501835 | BTCUSDT | WATCH | Flat | Score: -1.4
2026-02-25T20:18:08.503970 | ETHUSDT | WATCH | Flat | Score: 0.6
2026-02-25T20:18:08.506022 | BNBUSDT | WATCH | Flat | Score: 11.1
2026-02-25T20:28:07.732618 | BTCUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:28:07.734788 | ETHUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:28:07.736934 | BNBUSDT | WATCH | Flat | Score: 14.0
2026-02-25T20:38:22.757814 | BTCUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:38:22.759925 | ETHUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:38:22.761997 | BNBUSDT | WATCH | Flat | Score: 14.0
2026-02-25T20:58:06.017129 | BTCUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:58:06.019294 | ETHUSDT | WATCH | Flat | Score: 2.0
2026-02-25T20:58:06.021408 | BNBUSDT | WATCH | Flat | Score: 14.0
2026-02-25T21:18:06.125133 | BTCUSDT | WATCH | Flat | Score: 2.0
2026-02-25T21:18:06.127605 | ETHUSDT | WATCH | Flat | Score: 2.0
2026-02-25T21:18:06.129932 | BNBUSDT | WATCH | Flat | Score: 14.0
2026-02-25T21:29:00.468861 | BTCUSDT | WATCH | Flat | Score: 2.0
2026-02-25T21:29:00.471018 | ETHUSDT | WATCH | Flat | Score: 2.0
2026-02-25T21:29:00.473116 | BNBUSDT | WATCH | Flat | Score: 14.0
2026-02-25T21:38:14.127382 | BTCUSDT | WATCH | Flat | Score: 3.9
2026-02-25T21:38:14.129586 | ETHUSDT | WATCH | Flat | Score: 3.5
2026-02-25T21:38:14.131748 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T21:58:09.817892 | BTCUSDT | WATCH | Flat | Score: 3.9
2026-02-25T21:58:09.820091 | ETHUSDT | WATCH | Flat | Score: 3.5
2026-02-25T21:58:09.823645 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T22:18:06.619391 | BTCUSDT | WATCH | Flat | Score: 3.9
2026-02-25T22:18:06.621696 | ETHUSDT | WATCH | Flat | Score: 3.5
2026-02-25T22:18:06.623881 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T22:28:07.169406 | BTCUSDT | WATCH | Flat | Score: 3.9
2026-02-25T22:28:07.171601 | ETHUSDT | WATCH | Flat | Score: 3.5
2026-02-25T22:28:07.173745 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T22:38:06.017096 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T22:38:06.019646 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T22:38:06.021820 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T22:48:06.091868 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T22:48:06.094154 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T22:48:06.096596 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T22:58:05.956402 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T22:58:05.958744 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T22:58:05.960915 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T23:08:07.233561 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T23:08:07.235814 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T23:08:07.237962 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T23:18:06.107277 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T23:18:06.109230 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T23:18:06.110655 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T23:28:05.900353 | BTCUSDT | WATCH | Flat | Score: 4.2
2026-02-25T23:28:05.901808 | ETHUSDT | WATCH | Flat | Score: 5.5
2026-02-25T23:28:05.903208 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-25T23:38:05.965097 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-25T23:38:05.967661 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-25T23:38:05.970579 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T23:48:06.136790 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-25T23:48:06.139090 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-25T23:48:06.141753 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-25T23:58:05.825546 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-25T23:58:05.827793 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-25T23:58:05.829993 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-26T00:08:05.690404 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-26T00:08:05.692681 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-26T00:08:05.694996 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-26T00:18:05.759902 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-26T00:18:05.762250 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-26T00:18:05.764520 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-26T00:28:06.854227 | BTCUSDT | WATCH | Flat | Score: 5.0
2026-02-26T00:28:06.856519 | ETHUSDT | WATCH | Flat | Score: 4.9
2026-02-26T00:28:06.858673 | BNBUSDT | WATCH | Flat | Score: 15.5
2026-02-26T00:38:05.943871 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T00:38:05.946188 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T00:38:05.948539 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T00:48:05.862794 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T00:48:05.865398 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T00:48:05.867891 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T00:58:05.930457 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T00:58:05.932786 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T00:58:05.936001 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T01:08:05.814076 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T01:08:05.816598 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T01:08:05.820220 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T01:18:05.796713 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T01:18:05.799541 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T01:18:05.803209 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T01:28:05.804130 | BTCUSDT | WATCH | Flat | Score: 7.0
2026-02-26T01:28:05.806555 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T01:28:05.809871 | BNBUSDT | WATCH | Flat | Score: 18.1
2026-02-26T01:38:06.314769 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T01:38:06.318050 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T01:38:06.320477 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T01:48:05.652060 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T01:48:05.655366 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T01:48:05.657823 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T01:58:06.037729 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T01:58:06.041066 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T01:58:06.043483 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T02:08:05.757978 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T02:08:05.761588 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T02:08:05.763877 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T02:18:06.138872 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T02:18:06.142229 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T02:18:06.144655 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T02:28:05.660311 | BTCUSDT | WATCH | Flat | Score: 9.1
2026-02-26T02:28:05.663743 | ETHUSDT | WATCH | Flat | Score: 17.1
2026-02-26T02:28:05.666265 | BNBUSDT | WATCH | Flat | Score: 17.8
2026-02-26T02:38:05.679646 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T02:38:05.682129 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T02:38:05.684556 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T02:48:05.756162 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T02:48:05.758622 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T02:48:05.761159 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T02:58:05.935167 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T02:58:05.938164 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T02:58:05.940824 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T03:08:05.944916 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T03:08:05.947440 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T03:08:05.949922 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T03:18:05.825777 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T03:18:05.828280 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T03:18:05.830780 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T03:28:06.195447 | BTCUSDT | WATCH | Flat | Score: 8.5
2026-02-26T03:28:06.197974 | ETHUSDT | WATCH | Flat | Score: 18.6
2026-02-26T03:28:06.202484 | BNBUSDT | WATCH | Flat | Score: 17.5
2026-02-26T03:38:05.932307 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T03:38:05.934895 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T03:38:05.937448 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T03:48:05.774579 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T03:48:05.777146 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T03:48:05.779739 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T03:58:05.695159 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T03:58:05.697763 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T03:58:05.700280 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T04:08:05.841226 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T04:08:05.843816 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T04:08:05.846436 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T04:18:05.918353 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T04:18:05.921158 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T04:18:05.924408 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T04:28:05.750389 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T04:28:05.752933 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T04:28:05.755566 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T04:38:05.965512 | BTCUSDT | WATCH | Flat | Score: 10.5
2026-02-26T04:38:05.968100 | ETHUSDT | WATCH | Flat | Score: 14.8
2026-02-26T04:38:05.970728 | BNBUSDT | WATCH | Flat | Score: 16.5
2026-02-26T04:48:06.033074 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T04:48:06.035988 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T04:48:06.038910 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T04:58:05.649870 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T04:58:05.652493 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T04:58:05.655336 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T05:08:05.756571 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T05:08:05.759168 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T05:08:05.761884 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T05:18:05.890218 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T05:18:05.892919 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T05:18:05.895540 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T05:28:06.589730 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T05:28:06.592639 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T05:28:06.595503 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T05:38:05.913937 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T05:38:05.916651 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T05:38:05.919343 | BNBUSDT | WATCH | Flat | Score: 21.5
2026-02-26T05:48:05.898305 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T05:48:05.901229 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T05:48:05.904211 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T05:58:06.188415 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T05:58:06.191076 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T05:58:06.193803 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T06:08:06.080813 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T06:08:06.083551 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:08:06.086309 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T06:18:05.951642 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T06:18:05.954445 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:18:05.957224 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T06:28:07.088094 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T06:28:07.090919 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:28:07.093788 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T06:38:05.845516 | BTCUSDT | WATCH | Flat | Score: 17.3
2026-02-26T06:38:05.848230 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:38:05.850902 | BNBUSDT | WATCH | Flat | Score: 25.6
2026-02-26T06:48:06.774294 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T06:48:06.776930 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:48:06.779709 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T06:58:05.756988 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T06:58:05.759824 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T06:58:05.762647 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T07:08:05.756363 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T07:08:05.759151 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T07:08:05.761892 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T07:18:06.003825 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T07:18:06.006636 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T07:18:06.009450 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T07:28:06.071116 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T07:28:06.074215 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T07:28:06.077184 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T07:38:05.990817 | BTCUSDT | WATCH | Flat | Score: 9.4
2026-02-26T07:38:05.993787 | ETHUSDT | WATCH | Flat | Score: 16.9
2026-02-26T07:38:05.996685 | BNBUSDT | WATCH | Flat | Score: 20.6
2026-02-26T07:48:06.027599 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T07:48:06.030538 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T07:48:06.033456 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T07:58:05.895367 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T07:58:05.898442 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T07:58:05.901548 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:08:06.002784 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T08:08:06.005677 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T08:08:06.008604 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:18:05.554813 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T08:18:05.557711 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T08:18:05.560679 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:28:05.797473 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T08:28:05.800350 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T08:28:05.803148 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:38:05.729526 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T08:38:05.732431 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T08:38:05.735371 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:48:05.783984 | BTCUSDT | WATCH | Flat | Score: -1.6
2026-02-26T08:48:05.786872 | ETHUSDT | WATCH | Flat | Score: 2.2
2026-02-26T08:48:05.789773 | BNBUSDT | WATCH | Flat | Score: 13.2
2026-02-26T08:58:05.822462 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T08:58:05.825351 | ETHUSDT | WATCH | Flat | Score: 10.2
2026-02-26T08:58:05.836187 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-26T09:18:05.369755 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T09:18:05.372962 | ETHUSDT | WATCH | Flat | Score: 10.2
2026-02-26T09:18:05.384105 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-26T09:28:05.436483 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T09:28:05.439465 | ETHUSDT | WATCH | Flat | Score: 10.2
2026-02-26T09:28:05.452742 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-26T09:38:07.271583 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T09:38:07.282856 | ETHUSDT | WATCH | Flat | Score: 10.2
2026-02-26T09:38:07.285872 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-26T09:48:05.258570 | BTCUSDT | WATCH | Flat | Score: 12.2
2026-02-26T09:48:05.270409 | ETHUSDT | WATCH | Flat | Score: 10.2
2026-02-26T09:48:05.273467 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-26T09:58:05.398216 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T09:58:05.409434 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T09:58:05.412435 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:08:06.226951 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T10:08:06.239825 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T10:08:06.242871 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:18:05.724783 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T10:18:05.736019 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T10:18:05.739052 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:28:05.558858 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T10:28:05.570499 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T10:28:05.573597 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:38:05.591452 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T10:38:05.604649 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T10:38:05.609021 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:48:05.365802 | BTCUSDT | WATCH | Flat | Score: 12.9
2026-02-26T10:48:05.377070 | ETHUSDT | WATCH | Flat | Score: 10.5
2026-02-26T10:48:05.380260 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-26T10:58:05.562812 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T10:58:05.574403 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T10:58:05.577608 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:08:05.774689 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T11:08:05.786325 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T11:08:05.789530 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:18:05.391733 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T11:18:05.403211 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T11:18:05.406305 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:28:05.653834 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T11:28:05.665289 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T11:28:05.668479 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:38:05.592769 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T11:38:05.604323 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T11:38:05.607727 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:48:06.058846 | BTCUSDT | WATCH | Flat | Score: 13.2
2026-02-26T11:48:06.070277 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T11:48:06.073383 | BNBUSDT | WATCH | Flat | Score: 20.5
2026-02-26T11:58:05.893010 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T11:58:05.904479 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T11:58:05.907745 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:08:05.801288 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T12:08:05.812738 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T12:08:05.815940 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:18:06.619541 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T12:18:06.631213 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T12:18:06.634552 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:28:05.374063 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T12:28:05.385585 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T12:28:05.388860 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:38:05.830274 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T12:38:05.842579 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T12:38:05.845823 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:48:05.878956 | BTCUSDT | WATCH | Flat | Score: 6.8
2026-02-26T12:48:05.893323 | ETHUSDT | WATCH | Flat | Score: 13.8
2026-02-26T12:48:05.896702 | BNBUSDT | WATCH | Flat | Score: 24.8
2026-02-26T12:58:05.785016 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T12:58:05.796150 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T12:58:05.799459 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:08:06.805983 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:08:06.817448 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:08:06.820610 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:18:05.825656 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:18:05.837369 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:18:05.840667 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:28:05.445336 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:28:05.456906 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:28:05.460245 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:38:05.528724 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:38:05.540082 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:38:05.543376 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:48:05.301474 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:48:05.313439 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:48:05.316787 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T13:58:05.991642 | BTCUSDT | WATCH | Flat | Score: 13.5
2026-02-26T13:58:06.003122 | ETHUSDT | WATCH | Flat | Score: 16.5
2026-02-26T13:58:06.006412 | BNBUSDT | WATCH | Flat | Score: 20.8
2026-02-26T14:08:05.758021 | BTCUSDT | WATCH | Flat | Score: 16.0
2026-02-26T14:08:05.769648 | ETHUSDT | WATCH | Flat | Score: 16.4
2026-02-26T14:08:05.772995 | BNBUSDT | WATCH | Flat | Score: 14.2
2026-02-26T14:18:05.290576 | BTCUSDT | WATCH | Flat | Score: 16.0
2026-02-26T14:18:05.302164 | ETHUSDT | WATCH | Flat | Score: 16.4
2026-02-26T14:18:05.305581 | BNBUSDT | WATCH | Flat | Score: 14.2
2026-02-26T14:28:06.080757 | BTCUSDT | WATCH | Flat | Score: 16.0
2026-02-26T14:28:06.092080 | ETHUSDT | WATCH | Flat | Score: 16.4
2026-02-26T14:28:06.095448 | BNBUSDT | WATCH | Flat | Score: 14.2
2026-02-26T14:38:07.010097 | BTCUSDT | WATCH | Flat | Score: 16.0
2026-02-26T14:38:07.022743 | ETHUSDT | WATCH | Flat | Score: 16.4
2026-02-26T14:38:07.026119 | BNBUSDT | WATCH | Flat | Score: 14.2
2026-02-26T14:58:07.161632 | BTCUSDT | WATCH | Flat | Score: 16.0
2026-02-26T14:58:07.173478 | ETHUSDT | WATCH | Flat | Score: 16.4
2026-02-26T14:58:07.176906 | BNBUSDT | WATCH | Flat | Score: 14.2
2026-02-26T15:08:06.102075 | BTCUSDT | WATCH | Flat | Score: 4.5
2026-02-26T15:08:06.116915 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:08:06.120412 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T15:18:05.699780 | BTCUSDT | WATCH | Flat | Score: 4.5
2026-02-26T15:18:05.711052 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:18:05.714359 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T15:28:05.666980 | BTCUSDT | WATCH | Flat | Score: 4.5
2026-02-26T15:28:05.678732 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:28:05.682218 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T15:38:06.459418 | BTCUSDT | WATCH | Flat | Score: 4.5
